Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions,Save% (Penalty Kicks)
Nils Rossen,NED,MF,20,Telstar,Eredivisie,0.06,0.06,0.11,0.06,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.06,0.57,3.35,1.53,Shooting,Per 90,0.28,0.06,20.0%,0.20,1.00,15.50,0.00,0.13,+0.02,+0.02,Passing,26.74,31.06,86.1%,505.42,107.26,9.77,11.24,86.9%,13.12,14.37,91.3%,3.46,4.09,84.7%,0.05,0.40,2.33,0.45,0.00,Pass Types,29.07,1.99,0.34,0.06,0.40,0.06,0.23,0.00,0.00,0.00,0.00,0.00,0.45,Goal and Shot Creation,1.65,1.53,0.06,0.00,0.00,0.06,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,0.91,0.45,0.45,0.40,0.06,0.51,1.02,50.0%,0.51,1.02,0.57,1.02,1.93,1.70,0.00,Possession,38.78,3.01,11.07,20.44,7.89,0.62,38.78,0.51,0.28,55.6%,0.23,44.4%,18.91,88.01,37.31,0.51,0.06,0.74,0.45,20.16,Miscellaneous Stats,0.00,0.62,0.91,0.06,0.00,0.06,0.00,5.34,0.45,0.62,42.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daan Rots,NED,"FW,MF",24,Twente,Eredivisie,0.30,0.19,0.49,0.30,0.00,0.00,0.15,0.00,0.20,0.20,0.24,0.44,1.90,3.96,8.91,Shooting,Per 90,2.09,0.72,34.5%,0.15,0.42,16.10,0.00,0.09,+0.11,+0.11,Passing,24.02,34.23,70.2%,392.40,140.48,12.07,14.28,84.5%,8.91,11.76,75.7%,2.02,4.76,42.4%,0.27,1.98,2.67,1.79,0.23,Pass Types,31.94,2.21,0.38,0.34,0.34,2.67,0.84,0.91,0.65,0.08,0.00,0.08,1.29,Goal and Shot Creation,4.11,3.24,0.19,0.19,0.27,0.19,0.04,0.42,0.38,0.00,0.00,0.04,0.00,0.00,Defense,2.55,1.52,1.03,0.76,0.76,1.52,3.54,43.0%,2.02,1.37,0.08,0.30,2.86,0.99,0.04,Possession,48.24,0.76,4.99,19.11,24.63,4.42,48.24,2.51,0.84,33.3%,1.26,50.0%,27.30,147.30,69.10,1.22,0.76,2.28,1.83,33.31,Miscellaneous Stats,0.00,0.91,2.09,0.19,0.00,0.00,0.00,3.69,1.33,2.25,37.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mats Rots,NED,DF,19,Twente,Eredivisie,0.10,0.10,0.19,0.10,0.00,0.00,0.06,0.00,0.07,0.07,0.12,0.19,2.23,4.29,3.88,Shooting,Per 90,1.15,0.22,19.4%,0.08,0.43,20.20,0.00,0.06,+0.03,+0.03,Passing,38.18,48.93,78.0%,673.11,209.75,16.92,19.02,89.0%,16.96,20.27,83.7%,3.34,6.71,49.8%,0.12,0.99,2.58,1.05,0.22,Pass Types,39.29,9.48,1.24,0.03,0.38,1.97,7.95,0.29,0.25,0.00,0.00,0.16,0.76,Goal and Shot Creation,2.58,2.00,0.13,0.22,0.13,0.10,0.00,0.32,0.29,0.00,0.00,0.00,0.03,0.00,Defense,2.26,1.40,1.40,0.60,0.25,1.62,2.80,58.0%,1.18,1.08,0.32,0.99,3.25,2.51,0.06,Possession,61.85,2.61,19.63,25.36,17.94,1.94,61.85,3.02,1.46,48.4%,1.56,51.6%,29.97,179.59,87.74,1.56,0.51,1.85,0.80,33.15,Miscellaneous Stats,0.00,0.70,0.76,0.00,0.03,0.03,0.00,5.03,0.48,0.76,38.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahim Sadiq,GHA,FW,25,AZ Alkmaar,Eredivisie,0.44,0.09,0.53,0.44,0.00,0.00,0.44,0.00,0.30,0.30,0.16,0.45,1.23,2.90,6.77,Shooting,Per 90,2.82,1.06,37.5%,0.16,0.42,13.90,0.00,0.11,+0.14,+0.14,Passing,22.35,29.38,76.0%,364.31,70.82,11.17,13.72,81.4%,8.36,11.00,76.0%,1.85,2.73,67.7%,0.14,1.14,1.32,1.58,0.18,Pass Types,27.89,1.50,0.00,0.09,0.18,1.14,1.23,0.09,0.00,0.00,0.00,0.00,0.62,Goal and Shot Creation,2.11,1.94,0.00,0.09,0.09,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.32,0.88,0.53,0.53,0.26,0.79,1.76,45.0%,0.97,0.88,0.26,0.62,1.94,1.06,0.00,Possession,42.40,1.14,5.28,16.63,20.94,4.22,42.40,1.85,0.53,28.6%,1.32,71.4%,23.05,108.04,41.96,0.97,0.53,2.38,1.76,30.97,Miscellaneous Stats,0.00,1.41,1.23,0.62,0.00,0.09,0.00,2.82,1.14,1.67,40.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Saibari,MAR,MF,24,PSV Eindhoven,Eredivisie,0.62,0.33,0.95,0.58,0.04,0.04,0.00,0.00,0.61,0.58,0.24,0.82,3.68,5.92,9.60,Shooting,Per 90,4.02,1.61,40.2%,0.14,0.36,14.80,0.00,0.14,+0.01,0.00,Passing,35.85,42.85,83.7%,531.39,125.06,19.29,21.98,87.8%,13.21,14.90,88.6%,1.74,2.77,62.7%,0.31,2.15,3.15,1.78,0.12,Pass Types,41.61,1.04,0.33,0.29,0.08,0.83,0.37,0.17,0.04,0.04,0.00,0.21,1.28,Goal and Shot Creation,5.01,3.93,0.00,0.29,0.62,0.08,0.08,0.79,0.62,0.00,0.04,0.12,0.00,0.00,Defense,1.78,1.08,0.58,0.91,0.29,0.75,1.41,52.9%,0.66,1.37,0.08,0.58,2.36,0.66,0.17,Possession,58.33,0.83,6.33,25.25,27.65,7.49,58.29,3.39,1.78,52.4%,1.57,46.3%,36.35,212.17,113.22,2.15,1.53,3.48,1.49,44.88,Miscellaneous Stats,0.00,1.12,0.70,0.25,0.00,0.00,0.00,4.06,0.46,0.70,39.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yassir Salah Rahmouni,NED,MF,19,Go Ahead Eag,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.01,0.01,0.01,0.02,0.86,3.33,0.74,Shooting,Per 90,0.37,0.00,0.0%,0.00,,25.20,0.00,0.03,-0.01,-0.01,Passing,35.43,42.22,83.9%,595.56,152.10,16.42,18.89,86.9%,16.17,17.78,91.0%,2.35,3.70,63.3%,0.04,0.12,4.07,0.62,0.12,Pass Types,42.10,0.12,0.12,0.12,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.25,Goal and Shot Creation,0.62,0.49,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.22,1.23,0.86,0.99,0.37,0.49,0.62,80.0%,0.12,0.74,0.49,0.25,2.47,2.72,0.00,Possession,51.11,3.83,13.70,29.75,8.02,0.12,51.11,0.37,0.25,66.7%,0.12,33.3%,27.53,135.80,47.41,0.37,0.00,0.86,0.00,32.72,Miscellaneous Stats,0.00,0.99,1.11,0.12,0.00,0.00,0.00,2.84,0.86,1.73,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anass Salah-Eddine,MAR,DF,23,PSV Eindhoven,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.06,0.06,0.09,0.15,2.62,3.97,5.91,Shooting,Per 90,0.87,0.19,22.2%,0.00,0.00,21.40,0.00,0.07,-0.06,-0.06,Passing,55.90,61.91,90.3%,864.83,208.09,29.16,31.19,93.5%,22.38,24.03,93.1%,2.42,3.68,65.8%,0.11,1.07,2.52,1.26,0.29,Pass Types,54.25,7.56,0.78,0.00,0.00,1.26,6.68,0.10,0.00,0.10,0.00,0.10,0.39,Goal and Shot Creation,3.00,2.52,0.10,0.29,0.00,0.10,0.00,0.39,0.29,0.00,0.00,0.00,0.10,0.00,Defense,2.42,2.03,1.26,0.97,0.19,1.55,1.94,80.0%,0.39,0.39,0.00,0.78,3.20,1.65,0.19,Possession,71.30,1.94,18.89,33.04,20.05,1.07,71.30,1.65,0.78,47.1%,0.78,47.1%,42.14,215.26,114.03,1.94,0.48,1.45,0.78,47.37,Miscellaneous Stats,0.00,1.07,1.36,0.00,0.00,0.00,0.00,5.91,0.87,0.48,64.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurandy Sambo,CUW,DF,24,Sparta R'dam,Eredivisie,0.00,0.08,0.08,0.00,0.00,0.00,0.40,0.00,0.02,0.02,0.04,0.06,1.35,3.18,1.75,Shooting,Per 90,0.40,0.08,20.0%,0.00,0.00,20.80,0.00,0.03,-0.02,-0.02,Passing,35.86,43.33,82.8%,635.09,183.98,14.47,16.38,88.3%,18.21,21.31,85.4%,2.70,4.21,64.2%,0.03,0.24,2.31,0.16,0.00,Pass Types,36.57,6.60,0.48,0.08,0.08,0.80,6.12,0.00,0.00,0.00,0.00,0.16,0.95,Goal and Shot Creation,0.80,0.72,0.00,0.00,0.00,0.08,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Defense,2.31,1.59,1.27,0.72,0.32,1.19,2.39,50.0%,1.19,1.43,0.48,0.72,3.02,4.77,0.08,Possession,55.73,4.21,20.51,24.41,11.29,1.03,55.73,0.72,0.16,22.2%,0.56,77.8%,25.92,122.28,50.88,1.19,0.48,0.64,0.48,27.59,Miscellaneous Stats,0.00,1.03,0.56,0.00,0.00,0.00,0.00,3.98,1.67,1.59,51.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodai Sano,JPN,"MF,DF",22,NEC Nijmegen,Eredivisie,0.08,0.20,0.28,0.08,0.00,0.00,0.12,0.00,0.04,0.04,0.16,0.19,1.56,4.93,1.68,Shooting,Per 90,0.80,0.12,15.0%,0.10,0.67,22.80,0.04,0.04,+0.04,+0.04,Passing,39.67,47.89,82.8%,700.00,201.64,17.43,19.59,89.0%,18.23,20.56,88.7%,3.53,5.85,60.3%,0.15,1.00,3.81,0.96,0.32,Pass Types,45.44,2.20,1.12,0.08,0.16,1.80,0.40,0.48,0.12,0.20,0.04,0.24,1.24,Goal and Shot Creation,2.44,1.96,0.16,0.16,0.04,0.00,0.12,0.52,0.40,0.04,0.08,0.00,0.00,0.00,Defense,2.56,1.56,1.16,1.04,0.36,1.80,3.05,59.2%,1.24,1.52,0.28,1.20,3.77,2.72,0.16,Possession,61.75,4.25,15.47,32.78,14.35,0.88,61.75,2.76,1.64,59.4%,1.04,37.7%,31.98,168.70,66.96,0.96,0.28,1.52,1.20,34.94,Miscellaneous Stats,0.00,1.08,1.44,0.00,0.00,0.00,0.00,6.73,0.84,0.96,46.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Sauer,SVK,FW,20,Feyenoord,Eredivisie,0.22,0.15,0.37,0.22,0.00,0.00,0.11,0.00,0.17,0.17,0.15,0.33,5.24,2.57,8.43,Shooting,Per 90,2.53,0.92,36.2%,0.09,0.24,18.90,0.00,0.07,+0.05,+0.05,Passing,19.31,27.19,71.0%,271.76,64.93,12.09,14.80,81.7%,5.90,7.99,73.9%,0.66,1.61,40.9%,0.19,1.14,1.14,1.10,0.22,Pass Types,26.42,0.70,0.04,0.07,0.11,2.09,0.26,0.33,0.26,0.00,0.00,0.07,0.77,Goal and Shot Creation,3.22,2.16,0.07,0.44,0.37,0.18,0.00,0.33,0.26,0.00,0.00,0.07,0.00,0.00,Defense,1.17,0.62,0.51,0.44,0.22,0.62,1.17,53.1%,0.55,0.81,0.04,0.15,1.32,1.03,0.04,Possession,40.82,0.99,4.98,13.56,23.38,5.42,40.82,4.58,1.69,36.8%,2.57,56.0%,26.75,231.30,125.29,2.75,2.90,2.35,1.39,29.13,Miscellaneous Stats,0.00,0.84,1.36,0.29,0.00,0.04,0.00,3.41,1.28,1.10,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Schendelaar,NED,GK,25,Zwolle,Eredivisie,,,,,,0.20,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,4.13,2.60,67.7%,0.27,0.47,0.27,0.13,13.3%,0.20,0.00,0.00,Advanced Goalkeeping,0.00,0.13,0.00,1.57,0.35,+0.03,4.47,16.27,27.5%,29.53,4.60,41.3%,36.4,6.33,64.2%,52.8,13.67,0.73,5.4%,1.00,13.3,0.0%
Sem Scheperman,NED,MF,23,Heracles Almelo,Eredivisie,0.05,0.10,0.15,0.05,0.00,0.00,0.25,0.05,0.07,0.07,0.03,0.10,0.40,2.96,0.80,Shooting,Per 90,0.65,0.20,30.8%,0.08,0.25,12.40,0.00,0.11,-0.02,-0.02,Passing,31.76,37.19,85.4%,583.22,124.42,12.41,14.02,88.5%,15.78,17.09,92.4%,3.07,4.12,74.4%,0.03,0.45,3.07,0.10,0.10,Pass Types,35.83,1.31,0.85,0.00,0.20,0.35,0.05,0.00,0.00,0.00,0.00,0.05,1.21,Goal and Shot Creation,1.26,0.85,0.05,0.00,0.10,0.10,0.15,0.25,0.20,0.00,0.00,0.00,0.00,0.05,Defense,3.67,1.91,1.36,1.76,0.55,1.46,2.81,51.8%,1.36,2.26,1.06,1.31,4.97,3.62,0.05,Possession,51.66,4.47,16.28,29.40,6.28,1.06,51.66,0.60,0.20,33.3%,0.35,58.3%,22.01,104.22,43.82,0.55,0.05,1.01,0.35,25.43,Miscellaneous Stats,0.00,1.81,0.80,0.00,0.00,0.05,0.00,4.72,2.31,1.76,56.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerdy Schouten,NED,"DF,MF",29,PSV Eindhoven,Eredivisie,0.04,0.17,0.22,0.04,0.00,0.00,0.17,0.04,0.05,0.05,0.10,0.15,1.21,6.20,1.34,Shooting,Per 90,0.74,0.26,35.3%,0.06,0.17,18.10,0.00,0.07,-0.01,-0.01,Passing,61.92,68.42,90.5%,1035.98,359.48,27.26,29.86,91.3%,28.95,30.94,93.6%,3.81,4.72,80.7%,0.11,1.13,6.63,0.78,0.00,Pass Types,66.90,1.47,1.21,0.13,0.13,0.04,0.09,0.00,0.00,0.00,0.00,0.04,0.78,Goal and Shot Creation,2.77,2.51,0.04,0.04,0.13,0.00,0.04,0.30,0.26,0.00,0.00,0.04,0.00,0.00,Defense,1.26,0.69,0.78,0.35,0.13,0.39,0.91,42.9%,0.52,1.13,0.35,1.43,2.69,2.21,0.13,Possession,77.87,4.55,21.54,43.64,13.39,1.21,77.87,0.91,0.56,61.9%,0.30,33.3%,46.62,206.82,102.74,1.39,0.04,1.13,0.65,55.94,Miscellaneous Stats,0.04,1.17,0.56,0.00,0.00,0.00,0.00,5.68,1.13,1.21,48.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorg Schreuders,NED,"FW,MF",21,Groningen,Eredivisie,0.08,0.04,0.12,0.08,0.00,0.00,0.04,0.00,0.14,0.14,0.10,0.24,2.54,2.91,5.58,Shooting,Per 90,1.25,0.79,63.3%,0.07,0.11,18.10,0.00,0.11,-0.05,-0.05,Passing,26.27,32.01,82.1%,394.93,85.63,13.57,15.24,89.1%,9.70,11.07,87.6%,1.75,2.75,63.6%,0.13,1.42,1.58,1.12,0.29,Pass Types,30.18,1.62,0.33,0.12,0.21,1.21,1.04,0.25,0.00,0.08,0.00,0.21,1.08,Goal and Shot Creation,3.79,2.75,0.21,0.21,0.33,0.25,0.04,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,1.83,1.25,0.54,0.92,0.37,1.04,1.62,64.1%,0.58,1.08,0.00,0.33,2.16,0.54,0.04,Possession,42.25,0.42,4.66,19.44,18.90,2.37,42.25,2.21,1.12,50.9%,0.92,41.5%,25.85,158.94,75.89,1.83,0.83,2.29,1.46,28.97,Miscellaneous Stats,0.00,0.79,1.33,0.17,0.00,0.04,0.00,4.04,0.25,0.50,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Václav Sejk,CZE,FW,23,Heerenveen,Eredivisie,0.41,0.14,0.54,0.41,0.00,0.00,0.00,0.07,0.35,0.35,0.15,0.49,0.95,1.42,4.87,Shooting,Per 90,2.17,0.81,37.5%,0.19,0.50,13.40,0.00,0.16,+0.06,+0.06,Passing,13.80,20.98,65.8%,187.58,32.21,6.70,9.41,71.2%,4.74,6.83,69.3%,0.74,1.02,73.3%,0.12,1.35,0.95,0.54,0.00,Pass Types,19.15,1.83,0.00,0.07,0.00,0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.68,Goal and Shot Creation,2.30,1.83,0.07,0.07,0.20,0.07,0.07,0.34,0.20,0.00,0.07,0.00,0.07,0.00,Defense,0.74,0.54,0.07,0.47,0.20,0.20,0.81,25.0%,0.61,0.74,0.07,0.07,0.81,0.88,0.00,Possession,30.86,0.95,2.77,14.62,14.01,5.01,30.86,0.95,0.20,21.4%,0.68,71.4%,14.55,63.00,21.72,0.61,0.61,2.30,1.15,20.98,Miscellaneous Stats,0.00,2.10,1.02,0.27,0.07,0.00,0.00,2.37,2.98,4.13,41.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mats Seuntjens,NED,"MF,FW",33,Groningen,Eredivisie,0.33,0.22,0.55,0.22,0.11,0.11,0.00,0.00,0.25,0.17,0.27,0.43,0.55,3.98,5.08,Shooting,Per 90,1.77,0.99,56.3%,0.13,0.22,23.00,0.22,0.10,+0.08,+0.06,Passing,23.19,39.31,59.0%,462.26,191.37,9.50,12.15,78.2%,8.50,13.25,64.2%,4.64,10.93,42.4%,0.33,2.87,2.87,1.77,0.33,Pass Types,31.58,7.62,2.10,0.22,0.22,8.61,1.44,4.09,2.10,1.88,0.00,0.11,0.33,Goal and Shot Creation,5.08,2.98,1.66,0.11,0.33,0.00,0.00,0.66,0.55,0.11,0.00,0.00,0.00,0.00,Defense,1.66,1.10,0.66,0.66,0.33,0.99,1.99,50.0%,0.99,0.33,0.00,0.11,1.77,0.66,0.00,Possession,49.69,0.99,5.96,20.32,23.63,1.99,49.58,1.55,0.22,14.3%,1.33,85.7%,20.43,106.67,28.27,0.66,0.33,1.55,1.55,28.82,Miscellaneous Stats,0.00,1.33,0.55,0.11,0.00,0.00,0.00,3.87,0.77,0.99,43.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kento Shiogai,JPN,FW,20,NEC Nijmegen,Eredivisie,1.23,0.00,1.23,1.23,0.00,0.00,0.11,0.00,0.75,0.75,0.08,0.83,1.90,1.90,4.35,Shooting,Per 90,3.46,1.56,45.2%,0.35,0.79,11.50,0.00,0.22,+0.48,+0.48,Passing,9.38,14.74,63.6%,141.36,30.37,4.58,7.37,62.1%,3.35,4.80,69.8%,0.78,1.01,77.8%,0.03,0.78,0.34,0.34,0.00,Pass Types,13.40,1.23,0.11,0.00,0.11,0.22,0.00,0.00,0.00,0.00,0.00,0.11,0.34,Goal and Shot Creation,1.67,1.01,0.00,0.22,0.22,0.22,0.00,0.22,0.11,0.00,0.11,0.00,0.00,0.00,Defense,1.23,1.01,0.45,0.78,0.00,0.67,1.45,46.2%,0.78,0.45,0.11,0.11,1.34,0.67,0.11,Possession,28.92,0.67,2.34,12.17,15.07,5.69,28.92,1.90,1.12,58.8%,0.78,41.2%,17.20,102.84,45.56,1.67,0.56,4.02,2.34,20.77,Miscellaneous Stats,0.00,2.12,1.23,0.34,0.00,0.00,0.00,2.90,2.46,4.02,37.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shola Shoretire,ENG,"FW,MF",21,Zwolle,Eredivisie,0.20,0.10,0.30,0.20,0.00,0.00,0.20,0.00,0.15,0.15,0.12,0.26,1.19,2.59,4.38,Shooting,Per 90,0.50,0.30,60.0%,0.40,0.67,9.30,0.00,0.29,+0.05,+0.05,Passing,21.08,26.85,78.5%,312.76,106.01,11.73,13.43,87.4%,6.96,9.35,74.5%,1.39,2.29,60.9%,0.09,0.90,1.09,0.70,0.00,Pass Types,25.56,1.09,0.40,0.10,0.10,0.60,0.60,0.10,0.00,0.10,0.00,0.20,0.99,Goal and Shot Creation,1.49,1.19,0.00,0.20,0.00,0.10,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,1.29,0.80,0.80,0.40,0.10,0.90,1.39,64.3%,0.50,1.19,0.20,1.09,2.39,1.39,0.00,Possession,38.09,1.19,10.74,16.81,11.44,1.89,38.09,2.09,0.99,47.6%,0.99,47.6%,21.68,128.98,57.08,1.09,0.30,2.98,0.99,24.86,Miscellaneous Stats,0.00,1.49,1.59,0.20,0.00,0.00,0.00,4.77,0.30,0.80,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaj Sierhuis,NED,"FW,MF",27,Fortuna Sittard,Eredivisie,0.39,0.07,0.45,0.39,0.00,0.00,0.26,0.00,0.38,0.38,0.13,0.51,1.17,1.88,3.90,Shooting,Per 90,2.73,0.97,35.7%,0.14,0.40,16.30,0.13,0.14,+0.01,+0.01,Passing,14.75,22.42,65.8%,191.83,50.30,9.23,12.80,72.1%,3.51,4.94,71.1%,0.58,1.23,47.4%,0.10,1.04,1.36,0.26,0.13,Pass Types,21.38,0.91,0.13,0.00,0.07,0.52,0.19,0.00,0.00,0.00,0.00,0.13,0.52,Goal and Shot Creation,2.14,1.69,0.00,0.07,0.19,0.13,0.07,0.32,0.19,0.00,0.00,0.00,0.07,0.07,Defense,0.32,0.19,0.07,0.19,0.07,0.13,0.65,20.0%,0.52,0.65,0.13,0.26,0.58,0.71,0.00,Possession,33.21,0.84,2.01,15.08,16.44,4.94,33.21,1.69,0.71,42.3%,0.97,57.7%,17.29,78.04,35.48,1.04,0.32,2.99,1.04,24.56,Miscellaneous Stats,0.00,1.62,1.23,0.65,0.07,0.00,0.00,2.73,2.99,2.66,52.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gijs Smal,NED,DF,28,Feyenoord,Eredivisie,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.11,0.20,1.87,6.88,4.61,Shooting,Per 90,0.94,0.20,21.4%,0.00,0.00,15.40,0.07,0.09,-0.09,-0.09,Passing,46.84,58.26,80.4%,814.54,297.73,20.85,23.65,88.1%,21.78,25.19,86.5%,3.47,6.48,53.6%,0.16,1.60,6.68,1.34,0.40,Pass Types,49.38,8.55,2.34,0.33,0.53,2.47,5.81,0.33,0.27,0.00,0.00,0.33,0.20,Goal and Shot Creation,3.21,2.61,0.40,0.00,0.07,0.07,0.07,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Defense,1.40,1.00,0.60,0.53,0.27,0.80,1.14,70.6%,0.33,0.47,0.27,1.27,2.67,2.34,0.00,Possession,67.75,2.47,17.64,33.01,17.84,1.67,67.75,1.27,0.60,47.4%,0.47,36.8%,36.35,179.00,106.50,1.27,0.13,1.20,0.27,42.16,Miscellaneous Stats,0.00,0.47,0.87,0.00,0.00,0.00,0.00,4.21,1.34,1.34,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levi Smans,NED,MF,21,Heerenveen,Eredivisie,0.12,0.18,0.30,0.12,0.00,0.00,0.06,0.00,0.19,0.19,0.22,0.41,3.47,4.13,6.10,Shooting,Per 90,1.97,0.66,33.3%,0.06,0.18,18.50,0.12,0.09,-0.07,-0.07,Passing,22.19,31.93,69.5%,369.45,127.20,11.90,14.35,82.9%,7.18,9.45,75.9%,2.15,5.20,41.4%,0.24,2.39,2.69,1.61,0.66,Pass Types,28.76,2.99,0.60,0.30,0.42,4.78,0.12,1.91,0.90,0.18,0.00,0.18,0.54,Goal and Shot Creation,4.37,2.99,0.48,0.36,0.30,0.24,0.00,0.48,0.18,0.12,0.06,0.00,0.12,0.00,Defense,0.72,0.60,0.24,0.36,0.12,0.36,0.90,40.0%,0.54,0.60,0.06,0.48,1.20,0.48,0.06,Possession,43.53,0.66,4.43,17.88,21.65,3.29,43.53,3.11,1.55,50.0%,1.55,50.0%,25.42,172.47,81.09,1.44,1.26,3.35,1.85,30.32,Miscellaneous Stats,0.00,0.84,1.26,0.18,0.06,0.00,0.00,3.65,1.02,1.14,47.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
